timestamp,Momentum,Contrarian,Random
2025-10-17 12:00:08.700,-8825.66680000024,-7729.435999994399,-124.17928750012652
2025-10-17 12:00:08.800,-8827.17870000028,-7730.947599994484,-123.24872500012862
2025-10-17 12:00:08.900,-9359.644599999418,-8214.469899994321,-122.31816250013071
2025-10-17 12:00:09.000,-9367.23959999939,-8222.06339999428,-121.3876000001328
2025-10-17 12:00:09.100,-9374.834599999362,-8229.65689999424,-70.65160000009928
2025-10-17 12:00:09.200,-9382.429599999334,-8237.250399994198,-19.91560000006575
2025-10-17 12:00:09.300,-8831.23840000038,-7744.005599994911,-29.450057142929708
2025-10-17 12:00:09.400,-9470.24049999949,-8305.070699995616,-38.984514285793665
2025-10-17 12:00:09.500,-9483.43759999948,-8318.2651999956,-48.518971428657615
2025-10-17 12:00:09.600,-8837.274400000344,-7750.040399995167,-58.05342857152157
2025-10-17 12:00:09.700,-8839.286400000332,-7752.051999995252,-67.58788571438552
2025-10-17 12:00:09.800,-9501.135599999456,-8335.959699995583,-77.12234285724948
2025-10-17 12:00:09.900,-9518.83359999943,-8353.654199995566,-86.65680000011344
2025-10-17 12:00:10.000,-9610.031599999405,-8297.84869999555,-141.87710000015795
